mpId,nameFirst,nameLast,libelleAbrev,mandat,search,bluesky,pseudo,active
PA795888,Marie-Ange,Rousselot,EPR,1,https://bsky.app/search?q=Marie-Ange+Rousselot,0,,
PA793270,Jean-François,Rousset,EPR,1,https://bsky.app/search?q=Jean-Fran%C3%A7ois+Rousset,0,,
PA842097,Sophie-Laurence,Roy,RN,1,https://bsky.app/search?q=Sophie-Laurence+Roy,0,,
PA722142,François,Ruffin,ECOS,1,https://bsky.app/search?q=Fran%C3%A7ois+Ruffin,1,francoisruffin.fr,1
PA841717,Sandrine,Runel,SOC,1,https://bsky.app/search?q=Sandrine+Runel,1,sandrinerunel.bsky.social,1
PA794894,Anaïs,Sabatini,RN,1,https://bsky.app/search?q=Ana%C3%AFs+Sabatini,0,,
PA794570,Alexandre,Sabatou,RN,1,https://bsky.app/search?q=Alexandre+Sabatou,0,,
PA841845,Arnaud,Saint-Martin,LFI-NFP,1,https://bsky.app/search?q=Arnaud+Saint-Martin,1,arnaudsaint-martin.bsky.social,1
PA841243,Sébastien,Saint-Pasteur,SOC,1,https://bsky.app/search?q=S%C3%A9bastien+Saint-Pasteur,0,,
PA720138,Laetitia,Saint-Paul,HOR,1,https://bsky.app/search?q=Laetitia+Saint-Paul,0,,
PA795982,Aurélien,Saintoul,LFI-NFP,1,https://bsky.app/search?q=Aur%C3%A9lien+Saintoul,1,asaintoul.bsky.social,1
PA794954,Emeric,Salmon,RN,1,https://bsky.app/search?q=Emeric+Salmon,0,,
PA721110,Nicole,Sanquer,LIOT,1,https://bsky.app/search?q=Nicole+Sanquer,0,,
PA605745,Nicolas,Sansu,GDR,1,https://bsky.app/search?q=Nicolas+Sansu,1,nicolas-sansu.bsky.social,1
PA774960,Isabelle,Santiago,SOC,1,https://bsky.app/search?q=Isabelle+Santiago,1,isadef-enf94.bsky.social,1
PA841777,Arnaud,Sanvert,RN,1,https://bsky.app/search?q=Arnaud+Sanvert,0,,
PA610002,Eva,Sas,ECOS,1,https://bsky.app/search?q=Eva+Sas,1,evasas.bsky.social,1
PA340343,Hervé,Saulignac,SOC,1,https://bsky.app/search?q=Herv%C3%A9+Saulignac,1,hsaulignac.bsky.social,0
PA721314,Raphaël,Schellenberger,NI,1,https://bsky.app/search?q=Rapha%C3%ABl+Schellenberger,0,,
PA796050,Philippe,Schreck,RN,1,https://bsky.app/search?q=Philippe+Schreck,0,,
PA795808,Sabrina,Sebaihi,ECOS,1,https://bsky.app/search?q=Sabrina+Sebaihi,1,sabrinasebaihi.bsky.social,1
PA842137,Stéphane,Séjourné,EPR,0,https://bsky.app/search?q=St%C3%A9phane+S%C3%A9journ%C3%A9,0,,
PA757225,Mikaele,Seo,EPR,1,https://bsky.app/search?q=Mikaele+Seo,0,,
PA793416,Freddy,Sertin,EPR,1,https://bsky.app/search?q=Freddy+Sertin,0,,
PA720960,Olivier,Serva,LIOT,1,https://bsky.app/search?q=Olivier+Serva,0,,
PA842255,Anne,Sicard,RN,1,https://bsky.app/search?q=Anne+Sicard,0,,
PA841091,Arnaud,Simion,SOC,1,https://bsky.app/search?q=Arnaud+Simion,1,arnaudsimion.bsky.social,1
PA796018,Danielle,Simonnet,ECOS,1,https://bsky.app/search?q=Danielle+Simonnet,1,simonnetdeputee.bsky.social,1
PA794802,Charles,Sitzenstuhl,EPR,1,https://bsky.app/search?q=Charles+Sitzenstuhl,0,,
PA720190,Bertrand,Sorre,EPR,1,https://bsky.app/search?q=Bertrand+Sorre,0,,
PA841681,Thierry,Sother,SOC,1,https://bsky.app/search?q=Thierry+Sother,1,thierrysother.bsky.social,1
PA795466,Ersilia,Soudais,LFI-NFP,1,https://bsky.app/search?q=Ersilia+Soudais,1,ersiliasoudais.bsky.social,1
PA794486,Violette,Spillebout,EPR,1,https://bsky.app/search?q=Violette+Spillebout,0,,
PA793744,Anne,Stambach-Terrenoir,LFI-NFP,1,https://bsky.app/search?q=Anne+Stambach-Terrenoir,1,annestambach.bsky.social,1
PA267794,Michèle,Tabarot,DR,1,https://bsky.app/search?q=Mich%C3%A8le+Tabarot,0,,
PA720952,Aurélien,Taché,LFI-NFP,1,https://bsky.app/search?q=Aur%C3%A9lien+Tach%C3%A9,0,,
PA793382,Emmanuel,Taché de la Pagerie,RN,1,https://bsky.app/search?q=Emmanuel+Tach%C3%A9%20de%20la%20Pagerie,0,,
PA736201,Sophie,Taillé-Polian,ECOS,1,https://bsky.app/search?q=Sophie+Taill%C3%A9-Polian,1,sophietaillepolian.bsky.social,1
PA794178,Jean-Pierre,Taite,DR,1,https://bsky.app/search?q=Jean-Pierre+Taite,0,,
PA719550,Liliana,Tanguy,EPR,1,https://bsky.app/search?q=Liliana+Tanguy,0,,
PA795778,Jean-Philippe,Tanguy,RN,1,https://bsky.app/search?q=Jean-Philippe+Tanguy,0,,
PA793796,David,Taupiac,LIOT,1,https://bsky.app/search?q=David+Taupiac,0,,
PA794106,Andrée,Taurinya,LFI-NFP,1,https://bsky.app/search?q=Andr%C3%A9e+Taurinya,1,andreetaurinya.bsky.social,1
PA794166,Matthias,Tavel,LFI-NFP,1,https://bsky.app/search?q=Matthias+Tavel,1,matthiastavel.bsky.social,1
PA794502,Michaël,Taverne,RN,1,https://bsky.app/search?q=Micha%C3%ABl+Taverne,0,,
PA841713,Boris,Tavernier,ECOS,1,https://bsky.app/search?q=Boris+Tavernier,1,boristavernier.bsky.social,1
PA721584,Jean,Terlier,EPR,1,https://bsky.app/search?q=Jean+Terlier,0,,
PA840737,Flavien,Termet,RN,0,https://bsky.app/search?q=Flavien+Termet,0,,
PA841553,Thierry,Tesson,RN,1,https://bsky.app/search?q=Thierry+Tesson,0,,
PA795920,Prisca,Thevenot,EPR,1,https://bsky.app/search?q=Prisca+Thevenot,1,priscathevenot.bsky.social,1
PA841893,Céline,Thiébault-Martinez,SOC,1,https://bsky.app/search?q=C%C3%A9line+Thi%C3%A9bault-Martinez,1,thiebaultceline.bsky.social,1
PA722336,Vincent,Thiébaut,HOR,1,https://bsky.app/search?q=Vincent+Thi%C3%A9baut,0,,
PA643089,Jean-Louis,Thiériot,DR,1,https://bsky.app/search?q=Jean-Louis+Thi%C3%A9riot,0,,
PA793948,Nicolas,Thierry,ECOS,1,https://bsky.app/search?q=Nicolas+Thierry,1,nicolas-thierry.bsky.social,1
PA719822,Sabine,Thillaye,DEM,1,https://bsky.app/search?q=Sabine+Thillaye,1,sabine-thillaye.bsky.social,1
PA793816,Mélanie,Thomin,SOC,1,https://bsky.app/search?q=M%C3%A9lanie+Thomin,1,melaniethomin.bsky.social,0
PA793298,Lionel,Tivoli,RN,1,https://bsky.app/search?q=Lionel+Tivoli,0,,
PA842299,Emmanuel,Tjibaou,GDR,1,https://bsky.app/search?q=Emmanuel+Tjibaou,0,,
PA840781,Romain,Tonussi,RN,1,https://bsky.app/search?q=Romain+Tonussi,0,,
PA607395,Stéphane,Travert,EPR,1,https://bsky.app/search?q=St%C3%A9phane+Travert,0,,
PA840685,Vincent,Trébuchet,UDR,1,https://bsky.app/search?q=Vincent+Tr%C3%A9buchet,0,,
PA795164,Aurélie,Trouvé,LFI-NFP,1,https://bsky.app/search?q=Aur%C3%A9lie+Trouv%C3%A9,1,trouveaurelie.bsky.social,1
PA722162,Nicolas,Turquois,DEM,1,https://bsky.app/search?q=Nicolas+Turquois,0,,
PA719930,Boris,Vallaud,SOC,1,https://bsky.app/search?q=Boris+Vallaud,1,borisvallaud.bsky.social,1
PA795350,Frédéric,Valletoux,HOR,1,https://bsky.app/search?q=Fr%C3%A9d%C3%A9ric+Valletoux,0,,
PA795596,Paul,Vannier,LFI-NFP,1,https://bsky.app/search?q=Paul+Vannier,1,paulvannier.bsky.social,1
PA794118,Antoine,Vermorel-Marques,DR,1,https://bsky.app/search?q=Antoine+Vermorel-Marques,0,,
PA840809,Gérault,Verny,UDR,1,https://bsky.app/search?q=G%C3%A9rault+Verny,0,,
PA794494,Roger,Vicot,SOC,1,https://bsky.app/search?q=Roger+Vicot,1,rogervicot.bsky.social,1
PA722102,Annie,Vidal,EPR,1,https://bsky.app/search?q=Annie+Vidal,0,,
PA331582,Philippe,Vigier,DEM,1,https://bsky.app/search?q=Philippe+Vigier,0,,
PA607090,Jean-Pierre,Vigier,DR,1,https://bsky.app/search?q=Jean-Pierre+Vigier,0,,
PA719512,Corinne,Vignon,EPR,1,https://bsky.app/search?q=Corinne+Vignon,0,,
PA794946,Antoine,Villedieu,RN,1,https://bsky.app/search?q=Antoine+Villedieu,0,,
PA795026,Anne-Cécile,Violland,HOR,1,https://bsky.app/search?q=Anne-C%C3%A9cile+Violland,0,,
PA721474,Stéphane,Viry,LIOT,1,https://bsky.app/search?q=St%C3%A9phane+Viry,0,,
PA721170,Stéphane,Vojetta,EPR,1,https://bsky.app/search?q=St%C3%A9phane+Vojetta,0,,
PA841575,Frédéric-Pierre,Vos,RN,1,https://bsky.app/search?q=Fr%C3%A9d%C3%A9ric-Pierre+Vos,0,,
PA2940,Dominique,Voynet,ECOS,1,https://bsky.app/search?q=Dominique+Voynet,0,,
PA793194,Lionel,Vuibert,NI,1,https://bsky.app/search?q=Lionel+Vuibert,0,,
PA2952,Jean-Luc,Warsmann,LIOT,1,https://bsky.app/search?q=Jean-Luc+Warsmann,0,,
PA267285,Laurent,Wauquiez,DR,1,https://bsky.app/search?q=Laurent+Wauquiez,0,,
PA841479,Frédéric,Weber,RN,1,https://bsky.app/search?q=Fr%C3%A9d%C3%A9ric+Weber,0,,
PA720992,Jiovanny,William,SOC,1,https://bsky.app/search?q=Jiovanny+William,0,,
PA2960,Éric,Woerth,EPR,1,https://bsky.app/search?q=%C3%89ric+Woerth,1,eric-woerth.bsky.social,0
PA795046,Caroline,Yadan,EPR,1,https://bsky.app/search?q=Caroline+Yadan,0,,
PA796078,Estelle,Youssouffa,LIOT,1,https://bsky.app/search?q=Estelle+Youssouffa,0,,
